pasada,grabacion,pattern,window_id,t_start,t_end,slice_path,label_path,mask_path,n_points
12,12_6_16_M_B_resampled,12_pattern_aligned_resampled,3,1725722646,1725726028,data\input\slices\12_6_16_M_B_resampled_3.csv,data\input\labels\12_pattern_aligned_resampled_3.csv,data\input\masks\12_6_16_M_B_resampled_3.csv,3600
12,12_6_1_A_B_resampled,12_pattern_aligned_resampled,1,1725719041,1725722640,data\input\slices\12_6_1_A_B_resampled_1.csv,data\input\labels\12_pattern_aligned_resampled_1.csv,data\input\masks\12_6_1_A_B_resampled_1.csv,3600
12,12_6_1_A_B_resampled,12_pattern_aligned_resampled,2a,1725720841,1725724440,data\input\slices\12_6_1_A_B_resampled_2a.csv,data\input\labels\12_pattern_aligned_resampled_2a.csv,data\input\masks\12_6_1_A_B_resampled_2a.csv,3600
12,12_6_1_A_B_resampled,12_pattern_aligned_resampled,3,1725722641,1725726028,data\input\slices\12_6_1_A_B_resampled_3.csv,data\input\labels\12_pattern_aligned_resampled_3.csv,data\input\masks\12_6_1_A_B_resampled_3.csv,3600
12,12_6_2_A_B_resampled,12_pattern_aligned_resampled,1,1725719084,1725722683,data\input\slices\12_6_2_A_B_resampled_1.csv,data\input\labels\12_pattern_aligned_resampled_1.csv,data\input\masks\12_6_2_A_B_resampled_1.csv,3600
12,12_6_2_A_B_resampled,12_pattern_aligned_resampled,2a,1725720884,1725724483,data\input\slices\12_6_2_A_B_resampled_2a.csv,data\input\labels\12_pattern_aligned_resampled_2a.csv,data\input\masks\12_6_2_A_B_resampled_2a.csv,3600
12,12_6_2_A_B_resampled,12_pattern_aligned_resampled,3,1725722684,1725726027,data\input\slices\12_6_2_A_B_resampled_3.csv,data\input\labels\12_pattern_aligned_resampled_3.csv,data\input\masks\12_6_2_A_B_resampled_3.csv,3600
12,12_6_3_A_B_resampled,12_pattern_aligned_resampled,1,1725719040,1725722639,data\input\slices\12_6_3_A_B_resampled_1.csv,data\input\labels\12_pattern_aligned_resampled_1.csv,data\input\masks\12_6_3_A_B_resampled_1.csv,3600
12,12_6_3_A_B_resampled,12_pattern_aligned_resampled,2a,1725720840,1725724439,data\input\slices\12_6_3_A_B_resampled_2a.csv,data\input\labels\12_pattern_aligned_resampled_2a.csv,data\input\masks\12_6_3_A_B_resampled_2a.csv,3600
12,12_6_3_A_B_resampled,12_pattern_aligned_resampled,3,1725722640,1725726027,data\input\slices\12_6_3_A_B_resampled_3.csv,data\input\labels\12_pattern_aligned_resampled_3.csv,data\input\masks\12_6_3_A_B_resampled_3.csv,3600
12,12_6_4_A_B_resampled,12_pattern_aligned_resampled,1,1725719040,1725722639,data\input\slices\12_6_4_A_B_resampled_1.csv,data\input\labels\12_pattern_aligned_resampled_1.csv,data\input\masks\12_6_4_A_B_resampled_1.csv,3600
12,12_6_4_A_B_resampled,12_pattern_aligned_resampled,2a,1725720840,1725724439,data\input\slices\12_6_4_A_B_resampled_2a.csv,data\input\labels\12_pattern_aligned_resampled_2a.csv,data\input\masks\12_6_4_A_B_resampled_2a.csv,3600
12,12_6_4_A_B_resampled,12_pattern_aligned_resampled,3,1725722640,1725726027,data\input\slices\12_6_4_A_B_resampled_3.csv,data\input\labels\12_pattern_aligned_resampled_3.csv,data\input\masks\12_6_4_A_B_resampled_3.csv,3600
12,12_6_5_A_B_resampled,12_pattern_aligned_resampled,1,1725719040,1725722639,data\input\slices\12_6_5_A_B_resampled_1.csv,data\input\labels\12_pattern_aligned_resampled_1.csv,data\input\masks\12_6_5_A_B_resampled_1.csv,3600
12,12_6_5_A_B_resampled,12_pattern_aligned_resampled,2a,1725720840,1725724439,data\input\slices\12_6_5_A_B_resampled_2a.csv,data\input\labels\12_pattern_aligned_resampled_2a.csv,data\input\masks\12_6_5_A_B_resampled_2a.csv,3600
12,12_6_5_A_B_resampled,12_pattern_aligned_resampled,3,1725722640,1725726028,data\input\slices\12_6_5_A_B_resampled_3.csv,data\input\labels\12_pattern_aligned_resampled_3.csv,data\input\masks\12_6_5_A_B_resampled_3.csv,3600
12,12_6_6_E_B_resampled,12_pattern_aligned_resampled,1,1725719041,1725722640,data\input\slices\12_6_6_E_B_resampled_1.csv,data\input\labels\12_pattern_aligned_resampled_1.csv,data\input\masks\12_6_6_E_B_resampled_1.csv,3600
12,12_6_6_E_B_resampled,12_pattern_aligned_resampled,2a,1725720841,1725724440,data\input\slices\12_6_6_E_B_resampled_2a.csv,data\input\labels\12_pattern_aligned_resampled_2a.csv,data\input\masks\12_6_6_E_B_resampled_2a.csv,3600
12,12_6_6_E_B_resampled,12_pattern_aligned_resampled,3,1725722641,1725726028,data\input\slices\12_6_6_E_B_resampled_3.csv,data\input\labels\12_pattern_aligned_resampled_3.csv,data\input\masks\12_6_6_E_B_resampled_3.csv,3600
12,12_6_7_F_B_resampled,12_pattern_aligned_resampled,1,1725719040,1725722639,data\input\slices\12_6_7_F_B_resampled_1.csv,data\input\labels\12_pattern_aligned_resampled_1.csv,data\input\masks\12_6_7_F_B_resampled_1.csv,3600
12,12_6_7_F_B_resampled,12_pattern_aligned_resampled,2a,1725720840,1725724439,data\input\slices\12_6_7_F_B_resampled_2a.csv,data\input\labels\12_pattern_aligned_resampled_2a.csv,data\input\masks\12_6_7_F_B_resampled_2a.csv,3600
12,12_6_7_F_B_resampled,12_pattern_aligned_resampled,3,1725722640,1725726028,data\input\slices\12_6_7_F_B_resampled_3.csv,data\input\labels\12_pattern_aligned_resampled_3.csv,data\input\masks\12_6_7_F_B_resampled_3.csv,3600
12,12_6_8_A_B_resampled,12_pattern_aligned_resampled,1,1725719041,1725722640,data\input\slices\12_6_8_A_B_resampled_1.csv,data\input\labels\12_pattern_aligned_resampled_1.csv,data\input\masks\12_6_8_A_B_resampled_1.csv,3600
12,12_6_8_A_B_resampled,12_pattern_aligned_resampled,2a,1725720841,1725724440,data\input\slices\12_6_8_A_B_resampled_2a.csv,data\input\labels\12_pattern_aligned_resampled_2a.csv,data\input\masks\12_6_8_A_B_resampled_2a.csv,3600
12,12_6_8_A_B_resampled,12_pattern_aligned_resampled,3,1725722641,1725726028,data\input\slices\12_6_8_A_B_resampled_3.csv,data\input\labels\12_pattern_aligned_resampled_3.csv,data\input\masks\12_6_8_A_B_resampled_3.csv,3600
12,12_6_9_H_B_resampled,12_pattern_aligned_resampled,1,1725719040,1725722639,data\input\slices\12_6_9_H_B_resampled_1.csv,data\input\labels\12_pattern_aligned_resampled_1.csv,data\input\masks\12_6_9_H_B_resampled_1.csv,3600
12,12_6_9_H_B_resampled,12_pattern_aligned_resampled,2a,1725720840,1725724439,data\input\slices\12_6_9_H_B_resampled_2a.csv,data\input\labels\12_pattern_aligned_resampled_2a.csv,data\input\masks\12_6_9_H_B_resampled_2a.csv,3600
12,12_6_9_H_B_resampled,12_pattern_aligned_resampled,3,1725722640,1725726028,data\input\slices\12_6_9_H_B_resampled_3.csv,data\input\labels\12_pattern_aligned_resampled_3.csv,data\input\masks\12_6_9_H_B_resampled_3.csv,3600
13,13_7_10_H_B_resampled,13_pattern_aligned_resampled,1,1725727834,1725731433,data\input\slices\13_7_10_H_B_resampled_1.csv,data\input\labels\13_pattern_aligned_resampled_1.csv,data\input\masks\13_7_10_H_B_resampled_1.csv,3600
13,13_7_10_H_B_resampled,13_pattern_aligned_resampled,2a,1725729634,1725732004,data\input\slices\13_7_10_H_B_resampled_2a.csv,data\input\labels\13_pattern_aligned_resampled_2a.csv,data\input\masks\13_7_10_H_B_resampled_2a.csv,3600
13,13_7_11_A_B_resampled,13_pattern_aligned_resampled,1,1725727834,1725731433,data\input\slices\13_7_11_A_B_resampled_1.csv,data\input\labels\13_pattern_aligned_resampled_1.csv,data\input\masks\13_7_11_A_B_resampled_1.csv,3600
13,13_7_11_A_B_resampled,13_pattern_aligned_resampled,2a,1725729634,1725732004,data\input\slices\13_7_11_A_B_resampled_2a.csv,data\input\labels\13_pattern_aligned_resampled_2a.csv,data\input\masks\13_7_11_A_B_resampled_2a.csv,3600
13,13_7_14_J_B_resampled,13_pattern_aligned_resampled,1,1725727834,1725731433,data\input\slices\13_7_14_J_B_resampled_1.csv,data\input\labels\13_pattern_aligned_resampled_1.csv,data\input\masks\13_7_14_J_B_resampled_1.csv,3600
13,13_7_14_J_B_resampled,13_pattern_aligned_resampled,2a,1725729634,1725732002,data\input\slices\13_7_14_J_B_resampled_2a.csv,data\input\labels\13_pattern_aligned_resampled_2a.csv,data\input\masks\13_7_14_J_B_resampled_2a.csv,3600
13,13_7_15_J_B_resampled,13_pattern_aligned_resampled,1,1725727834,1725731433,data\input\slices\13_7_15_J_B_resampled_1.csv,data\input\labels\13_pattern_aligned_resampled_1.csv,data\input\masks\13_7_15_J_B_resampled_1.csv,3600
13,13_7_15_J_B_resampled,13_pattern_aligned_resampled,2a,1725729634,1725732006,data\input\slices\13_7_15_J_B_resampled_2a.csv,data\input\labels\13_pattern_aligned_resampled_2a.csv,data\input\masks\13_7_15_J_B_resampled_2a.csv,3600
13,13_7_16_M_B_resampled,13_pattern_aligned_resampled,1,1725727834,1725731433,data\input\slices\13_7_16_M_B_resampled_1.csv,data\input\labels\13_pattern_aligned_resampled_1.csv,data\input\masks\13_7_16_M_B_resampled_1.csv,3600
13,13_7_16_M_B_resampled,13_pattern_aligned_resampled,2a,1725729634,1725732006,data\input\slices\13_7_16_M_B_resampled_2a.csv,data\input\labels\13_pattern_aligned_resampled_2a.csv,data\input\masks\13_7_16_M_B_resampled_2a.csv,3600
13,13_7_1_A_B_resampled,13_pattern_aligned_resampled,1,1725727834,1725731433,data\input\slices\13_7_1_A_B_resampled_1.csv,data\input\labels\13_pattern_aligned_resampled_1.csv,data\input\masks\13_7_1_A_B_resampled_1.csv,3600
13,13_7_1_A_B_resampled,13_pattern_aligned_resampled,2a,1725729634,1725732006,data\input\slices\13_7_1_A_B_resampled_2a.csv,data\input\labels\13_pattern_aligned_resampled_2a.csv,data\input\masks\13_7_1_A_B_resampled_2a.csv,3600
13,13_7_2_A_B_resampled,13_pattern_aligned_resampled,1,1725727834,1725731433,data\input\slices\13_7_2_A_B_resampled_1.csv,data\input\labels\13_pattern_aligned_resampled_1.csv,data\input\masks\13_7_2_A_B_resampled_1.csv,3600
13,13_7_2_A_B_resampled,13_pattern_aligned_resampled,2a,1725729634,1725732006,data\input\slices\13_7_2_A_B_resampled_2a.csv,data\input\labels\13_pattern_aligned_resampled_2a.csv,data\input\masks\13_7_2_A_B_resampled_2a.csv,3600
13,13_7_3_A_B_resampled,13_pattern_aligned_resampled,1,1725727834,1725731433,data\input\slices\13_7_3_A_B_resampled_1.csv,data\input\labels\13_pattern_aligned_resampled_1.csv,data\input\masks\13_7_3_A_B_resampled_1.csv,3600
13,13_7_3_A_B_resampled,13_pattern_aligned_resampled,2a,1725729634,1725732005,data\input\slices\13_7_3_A_B_resampled_2a.csv,data\input\labels\13_pattern_aligned_resampled_2a.csv,data\input\masks\13_7_3_A_B_resampled_2a.csv,3600
13,13_7_4_A_B_resampled,13_pattern_aligned_resampled,1,1725727834,1725731433,data\input\slices\13_7_4_A_B_resampled_1.csv,data\input\labels\13_pattern_aligned_resampled_1.csv,data\input\masks\13_7_4_A_B_resampled_1.csv,3600
13,13_7_4_A_B_resampled,13_pattern_aligned_resampled,2a,1725729634,1725732005,data\input\slices\13_7_4_A_B_resampled_2a.csv,data\input\labels\13_pattern_aligned_resampled_2a.csv,data\input\masks\13_7_4_A_B_resampled_2a.csv,3600
13,13_7_5_A_B_resampled,13_pattern_aligned_resampled,1,1725727834,1725731433,data\input\slices\13_7_5_A_B_resampled_1.csv,data\input\labels\13_pattern_aligned_resampled_1.csv,data\input\masks\13_7_5_A_B_resampled_1.csv,3600
13,13_7_5_A_B_resampled,13_pattern_aligned_resampled,2a,1725729634,1725732004,data\input\slices\13_7_5_A_B_resampled_2a.csv,data\input\labels\13_pattern_aligned_resampled_2a.csv,data\input\masks\13_7_5_A_B_resampled_2a.csv,3600
13,13_7_6_E_B_resampled,13_pattern_aligned_resampled,1,1725727834,1725731433,data\input\slices\13_7_6_E_B_resampled_1.csv,data\input\labels\13_pattern_aligned_resampled_1.csv,data\input\masks\13_7_6_E_B_resampled_1.csv,3600
13,13_7_6_E_B_resampled,13_pattern_aligned_resampled,2a,1725729634,1725732005,data\input\slices\13_7_6_E_B_resampled_2a.csv,data\input\labels\13_pattern_aligned_resampled_2a.csv,data\input\masks\13_7_6_E_B_resampled_2a.csv,3600
13,13_7_7_F_B_resampled,13_pattern_aligned_resampled,1,1725727834,1725731433,data\input\slices\13_7_7_F_B_resampled_1.csv,data\input\labels\13_pattern_aligned_resampled_1.csv,data\input\masks\13_7_7_F_B_resampled_1.csv,3600
13,13_7_7_F_B_resampled,13_pattern_aligned_resampled,2a,1725729634,1725732006,data\input\slices\13_7_7_F_B_resampled_2a.csv,data\input\labels\13_pattern_aligned_resampled_2a.csv,data\input\masks\13_7_7_F_B_resampled_2a.csv,3600
13,13_7_8_A_B_resampled,13_pattern_aligned_resampled,1,1725727834,1725731433,data\input\slices\13_7_8_A_B_resampled_1.csv,data\input\labels\13_pattern_aligned_resampled_1.csv,data\input\masks\13_7_8_A_B_resampled_1.csv,3600
13,13_7_8_A_B_resampled,13_pattern_aligned_resampled,2a,1725729634,1725732006,data\input\slices\13_7_8_A_B_resampled_2a.csv,data\input\labels\13_pattern_aligned_resampled_2a.csv,data\input\masks\13_7_8_A_B_resampled_2a.csv,3600
13,13_7_9_H_B_resampled,13_pattern_aligned_resampled,1,1725727834,1725731433,data\input\slices\13_7_9_H_B_resampled_1.csv,data\input\labels\13_pattern_aligned_resampled_1.csv,data\input\masks\13_7_9_H_B_resampled_1.csv,3600
13,13_7_9_H_B_resampled,13_pattern_aligned_resampled,2a,1725729634,1725732006,data\input\slices\13_7_9_H_B_resampled_2a.csv,data\input\labels\13_pattern_aligned_resampled_2a.csv,data\input\masks\13_7_9_H_B_resampled_2a.csv,3600
14,14_8_10_H_W_resampled,14_pattern_aligned_resampled,1,1725785603,1725789202,data\input\slices\14_8_10_H_W_resampled_1.csv,data\input\labels\14_pattern_aligned_resampled_1.csv,data\input\masks\14_8_10_H_W_resampled_1.csv,3600
14,14_8_10_H_W_resampled,14_pattern_aligned_resampled,2a,1725787403,1725791002,data\input\slices\14_8_10_H_W_resampled_2a.csv,data\input\labels\14_pattern_aligned_resampled_2a.csv,data\input\masks\14_8_10_H_W_resampled_2a.csv,3600
14,14_8_10_H_W_resampled,14_pattern_aligned_resampled,3,1725789203,1725791786,data\input\slices\14_8_10_H_W_resampled_3.csv,data\input\labels\14_pattern_aligned_resampled_3.csv,data\input\masks\14_8_10_H_W_resampled_3.csv,3600
14,14_8_11_A_W_resampled,14_pattern_aligned_resampled,1,1725785603,1725789202,data\input\slices\14_8_11_A_W_resampled_1.csv,data\input\labels\14_pattern_aligned_resampled_1.csv,data\input\masks\14_8_11_A_W_resampled_1.csv,3600
14,14_8_11_A_W_resampled,14_pattern_aligned_resampled,2a,1725787403,1725791002,data\input\slices\14_8_11_A_W_resampled_2a.csv,data\input\labels\14_pattern_aligned_resampled_2a.csv,data\input\masks\14_8_11_A_W_resampled_2a.csv,3600
14,14_8_11_A_W_resampled,14_pattern_aligned_resampled,3,1725789203,1725791796,data\input\slices\14_8_11_A_W_resampled_3.csv,data\input\labels\14_pattern_aligned_resampled_3.csv,data\input\masks\14_8_11_A_W_resampled_3.csv,3600
14,14_8_14_J_W_resampled,14_pattern_aligned_resampled,1,1725785603,1725789202,data\input\slices\14_8_14_J_W_resampled_1.csv,data\input\labels\14_pattern_aligned_resampled_1.csv,data\input\masks\14_8_14_J_W_resampled_1.csv,3600
14,14_8_14_J_W_resampled,14_pattern_aligned_resampled,2a,1725787403,1725791002,data\input\slices\14_8_14_J_W_resampled_2a.csv,data\input\labels\14_pattern_aligned_resampled_2a.csv,data\input\masks\14_8_14_J_W_resampled_2a.csv,3600
14,14_8_14_J_W_resampled,14_pattern_aligned_resampled,3,1725789203,1725791770,data\input\slices\14_8_14_J_W_resampled_3.csv,data\input\labels\14_pattern_aligned_resampled_3.csv,data\input\masks\14_8_14_J_W_resampled_3.csv,3600
14,14_8_15_J_W_resampled,14_pattern_aligned_resampled,1,1725785603,1725789202,data\input\slices\14_8_15_J_W_resampled_1.csv,data\input\labels\14_pattern_aligned_resampled_1.csv,data\input\masks\14_8_15_J_W_resampled_1.csv,3600
14,14_8_15_J_W_resampled,14_pattern_aligned_resampled,2a,1725787403,1725791002,data\input\slices\14_8_15_J_W_resampled_2a.csv,data\input\labels\14_pattern_aligned_resampled_2a.csv,data\input\masks\14_8_15_J_W_resampled_2a.csv,3600
14,14_8_15_J_W_resampled,14_pattern_aligned_resampled,3,1725789203,1725791796,data\input\slices\14_8_15_J_W_resampled_3.csv,data\input\labels\14_pattern_aligned_resampled_3.csv,data\input\masks\14_8_15_J_W_resampled_3.csv,3600
14,14_8_16_M_W_resampled,14_pattern_aligned_resampled,1,1725785603,1725789202,data\input\slices\14_8_16_M_W_resampled_1.csv,data\input\labels\14_pattern_aligned_resampled_1.csv,data\input\masks\14_8_16_M_W_resampled_1.csv,3600
14,14_8_16_M_W_resampled,14_pattern_aligned_resampled,2a,1725787403,1725791002,data\input\slices\14_8_16_M_W_resampled_2a.csv,data\input\labels\14_pattern_aligned_resampled_2a.csv,data\input\masks\14_8_16_M_W_resampled_2a.csv,3600
14,14_8_16_M_W_resampled,14_pattern_aligned_resampled,3,1725789203,1725791789,data\input\slices\14_8_16_M_W_resampled_3.csv,data\input\labels\14_pattern_aligned_resampled_3.csv,data\input\masks\14_8_16_M_W_resampled_3.csv,3600
14,14_8_1_A_W_resampled,14_pattern_aligned_resampled,1,1725785619,1725789218,data\input\slices\14_8_1_A_W_resampled_1.csv,data\input\labels\14_pattern_aligned_resampled_1.csv,data\input\masks\14_8_1_A_W_resampled_1.csv,3600
14,14_8_1_A_W_resampled,14_pattern_aligned_resampled,2a,1725787419,1725791018,data\input\slices\14_8_1_A_W_resampled_2a.csv,data\input\labels\14_pattern_aligned_resampled_2a.csv,data\input\masks\14_8_1_A_W_resampled_2a.csv,3600
14,14_8_1_A_W_resampled,14_pattern_aligned_resampled,3,1725789219,1725791783,data\input\slices\14_8_1_A_W_resampled_3.csv,data\input\labels\14_pattern_aligned_resampled_3.csv,data\input\masks\14_8_1_A_W_resampled_3.csv,3600
14,14_8_2_A_W_resampled,14_pattern_aligned_resampled,1,1725785613,1725789212,data\input\slices\14_8_2_A_W_resampled_1.csv,data\input\labels\14_pattern_aligned_resampled_1.csv,data\input\masks\14_8_2_A_W_resampled_1.csv,3600
14,14_8_2_A_W_resampled,14_pattern_aligned_resampled,2a,1725787413,1725791012,data\input\slices\14_8_2_A_W_resampled_2a.csv,data\input\labels\14_pattern_aligned_resampled_2a.csv,data\input\masks\14_8_2_A_W_resampled_2a.csv,3600
14,14_8_2_A_W_resampled,14_pattern_aligned_resampled,3,1725789213,1725791796,data\input\slices\14_8_2_A_W_resampled_3.csv,data\input\labels\14_pattern_aligned_resampled_3.csv,data\input\masks\14_8_2_A_W_resampled_3.csv,3600
14,14_8_4_A_W_resampled,14_pattern_aligned_resampled,1,1725785603,1725789202,data\input\slices\14_8_4_A_W_resampled_1.csv,data\input\labels\14_pattern_aligned_resampled_1.csv,data\input\masks\14_8_4_A_W_resampled_1.csv,3600
14,14_8_4_A_W_resampled,14_pattern_aligned_resampled,2a,1725787403,1725791002,data\input\slices\14_8_4_A_W_resampled_2a.csv,data\input\labels\14_pattern_aligned_resampled_2a.csv,data\input\masks\14_8_4_A_W_resampled_2a.csv,3600
14,14_8_4_A_W_resampled,14_pattern_aligned_resampled,3,1725789203,1725791796,data\input\slices\14_8_4_A_W_resampled_3.csv,data\input\labels\14_pattern_aligned_resampled_3.csv,data\input\masks\14_8_4_A_W_resampled_3.csv,3600
14,14_8_5_A_W_resampled,14_pattern_aligned_resampled,1,1725785603,1725789202,data\input\slices\14_8_5_A_W_resampled_1.csv,data\input\labels\14_pattern_aligned_resampled_1.csv,data\input\masks\14_8_5_A_W_resampled_1.csv,3600
14,14_8_5_A_W_resampled,14_pattern_aligned_resampled,2a,1725787403,1725791002,data\input\slices\14_8_5_A_W_resampled_2a.csv,data\input\labels\14_pattern_aligned_resampled_2a.csv,data\input\masks\14_8_5_A_W_resampled_2a.csv,3600
14,14_8_5_A_W_resampled,14_pattern_aligned_resampled,3,1725789203,1725791796,data\input\slices\14_8_5_A_W_resampled_3.csv,data\input\labels\14_pattern_aligned_resampled_3.csv,data\input\masks\14_8_5_A_W_resampled_3.csv,3600
14,14_8_6_E_W_resampled,14_pattern_aligned_resampled,1,1725785603,1725789202,data\input\slices\14_8_6_E_W_resampled_1.csv,data\input\labels\14_pattern_aligned_resampled_1.csv,data\input\masks\14_8_6_E_W_resampled_1.csv,3600
14,14_8_6_E_W_resampled,14_pattern_aligned_resampled,2a,1725787403,1725791002,data\input\slices\14_8_6_E_W_resampled_2a.csv,data\input\labels\14_pattern_aligned_resampled_2a.csv,data\input\masks\14_8_6_E_W_resampled_2a.csv,3600
14,14_8_6_E_W_resampled,14_pattern_aligned_resampled,3,1725789203,1725791796,data\input\slices\14_8_6_E_W_resampled_3.csv,data\input\labels\14_pattern_aligned_resampled_3.csv,data\input\masks\14_8_6_E_W_resampled_3.csv,3600
14,14_8_7_F_W_resampled,14_pattern_aligned_resampled,1,1725785603,1725789202,data\input\slices\14_8_7_F_W_resampled_1.csv,data\input\labels\14_pattern_aligned_resampled_1.csv,data\input\masks\14_8_7_F_W_resampled_1.csv,3600
14,14_8_7_F_W_resampled,14_pattern_aligned_resampled,2a,1725787403,1725791002,data\input\slices\14_8_7_F_W_resampled_2a.csv,data\input\labels\14_pattern_aligned_resampled_2a.csv,data\input\masks\14_8_7_F_W_resampled_2a.csv,3600
14,14_8_7_F_W_resampled,14_pattern_aligned_resampled,3,1725789203,1725791796,data\input\slices\14_8_7_F_W_resampled_3.csv,data\input\labels\14_pattern_aligned_resampled_3.csv,data\input\masks\14_8_7_F_W_resampled_3.csv,3600
14,14_8_8_A_W_resampled,14_pattern_aligned_resampled,1,1725785603,1725789202,data\input\slices\14_8_8_A_W_resampled_1.csv,data\input\labels\14_pattern_aligned_resampled_1.csv,data\input\masks\14_8_8_A_W_resampled_1.csv,3600
14,14_8_8_A_W_resampled,14_pattern_aligned_resampled,2a,1725787403,1725791002,data\input\slices\14_8_8_A_W_resampled_2a.csv,data\input\labels\14_pattern_aligned_resampled_2a.csv,data\input\masks\14_8_8_A_W_resampled_2a.csv,3600
14,14_8_8_A_W_resampled,14_pattern_aligned_resampled,3,1725789203,1725791796,data\input\slices\14_8_8_A_W_resampled_3.csv,data\input\labels\14_pattern_aligned_resampled_3.csv,data\input\masks\14_8_8_A_W_resampled_3.csv,3600
14,14_8_9_H_W_resampled,14_pattern_aligned_resampled,1,1725785603,1725789202,data\input\slices\14_8_9_H_W_resampled_1.csv,data\input\labels\14_pattern_aligned_resampled_1.csv,data\input\masks\14_8_9_H_W_resampled_1.csv,3600
14,14_8_9_H_W_resampled,14_pattern_aligned_resampled,2a,1725787403,1725791002,data\input\slices\14_8_9_H_W_resampled_2a.csv,data\input\labels\14_pattern_aligned_resampled_2a.csv,data\input\masks\14_8_9_H_W_resampled_2a.csv,3600
14,14_8_9_H_W_resampled,14_pattern_aligned_resampled,3,1725789203,1725791780,data\input\slices\14_8_9_H_W_resampled_3.csv,data\input\labels\14_pattern_aligned_resampled_3.csv,data\input\masks\14_8_9_H_W_resampled_3.csv,3600
15,15_9_10_H_W_resampled,15_pattern_aligned_resampled,1,1725868868,1725872467,data\input\slices\15_9_10_H_W_resampled_1.csv,data\input\labels\15_pattern_aligned_resampled_1.csv,data\input\masks\15_9_10_H_W_resampled_1.csv,3600
15,15_9_10_H_W_resampled,15_pattern_aligned_resampled,2a,1725870668,1725874267,data\input\slices\15_9_10_H_W_resampled_2a.csv,data\input\labels\15_pattern_aligned_resampled_2a.csv,data\input\masks\15_9_10_H_W_resampled_2a.csv,3600
15,15_9_10_H_W_resampled,15_pattern_aligned_resampled,3,1725872468,1725876067,data\input\slices\15_9_10_H_W_resampled_3.csv,data\input\labels\15_pattern_aligned_resampled_3.csv,data\input\masks\15_9_10_H_W_resampled_3.csv,3600
15,15_9_10_H_W_resampled,15_pattern_aligned_resampled,4a,1725874268,1725877867,data\input\slices\15_9_10_H_W_resampled_4a.csv,data\input\labels\15_pattern_aligned_resampled_4a.csv,data\input\masks\15_9_10_H_W_resampled_4a.csv,3600
15,15_9_10_H_W_resampled,15_pattern_aligned_resampled,5,1725876068,1725879667,data\input\slices\15_9_10_H_W_resampled_5.csv,data\input\labels\15_pattern_aligned_resampled_5.csv,data\input\masks\15_9_10_H_W_resampled_5.csv,3600
15,15_9_10_H_W_resampled,15_pattern_aligned_resampled,6a,1725877868,1725881467,data\input\slices\15_9_10_H_W_resampled_6a.csv,data\input\labels\15_pattern_aligned_resampled_6a.csv,data\input\masks\15_9_10_H_W_resampled_6a.csv,3600
15,15_9_10_H_W_resampled,15_pattern_aligned_resampled,7,1725879668,1725883267,data\input\slices\15_9_10_H_W_resampled_7.csv,data\input\labels\15_pattern_aligned_resampled_7.csv,data\input\masks\15_9_10_H_W_resampled_7.csv,3600
15,15_9_10_H_W_resampled,15_pattern_aligned_resampled,8a,1725881468,1725885067,data\input\slices\15_9_10_H_W_resampled_8a.csv,data\input\labels\15_pattern_aligned_resampled_8a.csv,data\input\masks\15_9_10_H_W_resampled_8a.csv,3600
15,15_9_10_H_W_resampled,15_pattern_aligned_resampled,9,1725883268,1725886867,data\input\slices\15_9_10_H_W_resampled_9.csv,data\input\labels\15_pattern_aligned_resampled_9.csv,data\input\masks\15_9_10_H_W_resampled_9.csv,3600
15,15_9_10_H_W_resampled,15_pattern_aligned_resampled,10a,1725885068,1725888667,data\input\slices\15_9_10_H_W_resampled_10a.csv,data\input\labels\15_pattern_aligned_resampled_10a.csv,data\input\masks\15_9_10_H_W_resampled_10a.csv,3600
15,15_9_10_H_W_resampled,15_pattern_aligned_resampled,11,1725886868,1725890467,data\input\slices\15_9_10_H_W_resampled_11.csv,data\input\labels\15_pattern_aligned_resampled_11.csv,data\input\masks\15_9_10_H_W_resampled_11.csv,3600
15,15_9_10_H_W_resampled,15_pattern_aligned_resampled,12a,1725888668,1725891077,data\input\slices\15_9_10_H_W_resampled_12a.csv,data\input\labels\15_pattern_aligned_resampled_12a.csv,data\input\masks\15_9_10_H_W_resampled_12a.csv,3600
15,15_9_11_A_W_resampled,15_pattern_aligned_resampled,1,1725868865,1725872464,data\input\slices\15_9_11_A_W_resampled_1.csv,data\input\labels\15_pattern_aligned_resampled_1.csv,data\input\masks\15_9_11_A_W_resampled_1.csv,3600
15,15_9_11_A_W_resampled,15_pattern_aligned_resampled,2a,1725870665,1725874264,data\input\slices\15_9_11_A_W_resampled_2a.csv,data\input\labels\15_pattern_aligned_resampled_2a.csv,data\input\masks\15_9_11_A_W_resampled_2a.csv,3600
15,15_9_11_A_W_resampled,15_pattern_aligned_resampled,3,1725872465,1725876064,data\input\slices\15_9_11_A_W_resampled_3.csv,data\input\labels\15_pattern_aligned_resampled_3.csv,data\input\masks\15_9_11_A_W_resampled_3.csv,3600
15,15_9_11_A_W_resampled,15_pattern_aligned_resampled,4a,1725874265,1725877864,data\input\slices\15_9_11_A_W_resampled_4a.csv,data\input\labels\15_pattern_aligned_resampled_4a.csv,data\input\masks\15_9_11_A_W_resampled_4a.csv,3600
15,15_9_11_A_W_resampled,15_pattern_aligned_resampled,5,1725876065,1725879664,data\input\slices\15_9_11_A_W_resampled_5.csv,data\input\labels\15_pattern_aligned_resampled_5.csv,data\input\masks\15_9_11_A_W_resampled_5.csv,3600
