pasada,modalidad,set,grabacion,pattern,window_id,t_start,t_end,slice_path,label_path,mask_path,n_points
15,caminar,train,15_9_14_J_W_resampled,15_aligned_pattern_resampled,2a,1725870637,1725874236,data/input\train\slices\15_9_14_J_W_resampled_2a.csv,data/input\train\labels\15_aligned_pattern_resampled_2a.csv,data/input\train\masks\15_9_14_J_W_resampled_2a.csv,3600
15,caminar,train,15_9_14_J_W_resampled,15_aligned_pattern_resampled,3,1725872437,1725876036,data/input\train\slices\15_9_14_J_W_resampled_3.csv,data/input\train\labels\15_aligned_pattern_resampled_3.csv,data/input\train\masks\15_9_14_J_W_resampled_3.csv,3600
15,caminar,train,15_9_14_J_W_resampled,15_aligned_pattern_resampled,4a,1725874237,1725877836,data/input\train\slices\15_9_14_J_W_resampled_4a.csv,data/input\train\labels\15_aligned_pattern_resampled_4a.csv,data/input\train\masks\15_9_14_J_W_resampled_4a.csv,3600
15,caminar,train,15_9_14_J_W_resampled,15_aligned_pattern_resampled,5,1725876037,1725879636,data/input\train\slices\15_9_14_J_W_resampled_5.csv,data/input\train\labels\15_aligned_pattern_resampled_5.csv,data/input\train\masks\15_9_14_J_W_resampled_5.csv,3600
15,caminar,train,15_9_14_J_W_resampled,15_aligned_pattern_resampled,6a,1725877837,1725881436,data/input\train\slices\15_9_14_J_W_resampled_6a.csv,data/input\train\labels\15_aligned_pattern_resampled_6a.csv,data/input\train\masks\15_9_14_J_W_resampled_6a.csv,3600
15,caminar,train,15_9_14_J_W_resampled,15_aligned_pattern_resampled,7,1725879637,1725883236,data/input\train\slices\15_9_14_J_W_resampled_7.csv,data/input\train\labels\15_aligned_pattern_resampled_7.csv,data/input\train\masks\15_9_14_J_W_resampled_7.csv,3600
15,caminar,train,15_9_14_J_W_resampled,15_aligned_pattern_resampled,8a,1725881437,1725885036,data/input\train\slices\15_9_14_J_W_resampled_8a.csv,data/input\train\labels\15_aligned_pattern_resampled_8a.csv,data/input\train\masks\15_9_14_J_W_resampled_8a.csv,3600
15,caminar,train,15_9_14_J_W_resampled,15_aligned_pattern_resampled,9,1725883237,1725886836,data/input\train\slices\15_9_14_J_W_resampled_9.csv,data/input\train\labels\15_aligned_pattern_resampled_9.csv,data/input\train\masks\15_9_14_J_W_resampled_9.csv,3600
15,caminar,train,15_9_14_J_W_resampled,15_aligned_pattern_resampled,10a,1725885037,1725888636,data/input\train\slices\15_9_14_J_W_resampled_10a.csv,data/input\train\labels\15_aligned_pattern_resampled_10a.csv,data/input\train\masks\15_9_14_J_W_resampled_10a.csv,3600
15,caminar,train,15_9_14_J_W_resampled,15_aligned_pattern_resampled,11,1725886837,1725890436,data/input\train\slices\15_9_14_J_W_resampled_11.csv,data/input\train\labels\15_aligned_pattern_resampled_11.csv,data/input\train\masks\15_9_14_J_W_resampled_11.csv,3600
15,caminar,train,15_9_14_J_W_resampled,15_aligned_pattern_resampled,12a,1725888637,1725891078,data/input\train\slices\15_9_14_J_W_resampled_12a.csv,data/input\train\labels\15_aligned_pattern_resampled_12a.csv,data/input\train\masks\15_9_14_J_W_resampled_12a.csv,3600
15,caminar,train,15_9_15_J_W_resampled,15_aligned_pattern_resampled,1,1725868853,1725872452,data/input\train\slices\15_9_15_J_W_resampled_1.csv,data/input\train\labels\15_aligned_pattern_resampled_1.csv,data/input\train\masks\15_9_15_J_W_resampled_1.csv,3600
15,caminar,train,15_9_15_J_W_resampled,15_aligned_pattern_resampled,2a,1725870653,1725874252,data/input\train\slices\15_9_15_J_W_resampled_2a.csv,data/input\train\labels\15_aligned_pattern_resampled_2a.csv,data/input\train\masks\15_9_15_J_W_resampled_2a.csv,3600
15,caminar,train,15_9_15_J_W_resampled,15_aligned_pattern_resampled,3,1725872453,1725876052,data/input\train\slices\15_9_15_J_W_resampled_3.csv,data/input\train\labels\15_aligned_pattern_resampled_3.csv,data/input\train\masks\15_9_15_J_W_resampled_3.csv,3600
15,caminar,train,15_9_15_J_W_resampled,15_aligned_pattern_resampled,4a,1725874253,1725877852,data/input\train\slices\15_9_15_J_W_resampled_4a.csv,data/input\train\labels\15_aligned_pattern_resampled_4a.csv,data/input\train\masks\15_9_15_J_W_resampled_4a.csv,3600
15,caminar,train,15_9_15_J_W_resampled,15_aligned_pattern_resampled,5,1725876053,1725879652,data/input\train\slices\15_9_15_J_W_resampled_5.csv,data/input\train\labels\15_aligned_pattern_resampled_5.csv,data/input\train\masks\15_9_15_J_W_resampled_5.csv,3600
15,caminar,train,15_9_15_J_W_resampled,15_aligned_pattern_resampled,6a,1725877853,1725881452,data/input\train\slices\15_9_15_J_W_resampled_6a.csv,data/input\train\labels\15_aligned_pattern_resampled_6a.csv,data/input\train\masks\15_9_15_J_W_resampled_6a.csv,3600
15,caminar,train,15_9_15_J_W_resampled,15_aligned_pattern_resampled,7,1725879653,1725883252,data/input\train\slices\15_9_15_J_W_resampled_7.csv,data/input\train\labels\15_aligned_pattern_resampled_7.csv,data/input\train\masks\15_9_15_J_W_resampled_7.csv,3600
15,caminar,train,15_9_15_J_W_resampled,15_aligned_pattern_resampled,8a,1725881453,1725885052,data/input\train\slices\15_9_15_J_W_resampled_8a.csv,data/input\train\labels\15_aligned_pattern_resampled_8a.csv,data/input\train\masks\15_9_15_J_W_resampled_8a.csv,3600
15,caminar,train,15_9_15_J_W_resampled,15_aligned_pattern_resampled,9,1725883253,1725886852,data/input\train\slices\15_9_15_J_W_resampled_9.csv,data/input\train\labels\15_aligned_pattern_resampled_9.csv,data/input\train\masks\15_9_15_J_W_resampled_9.csv,3600
15,caminar,train,15_9_15_J_W_resampled,15_aligned_pattern_resampled,10a,1725885053,1725888652,data/input\train\slices\15_9_15_J_W_resampled_10a.csv,data/input\train\labels\15_aligned_pattern_resampled_10a.csv,data/input\train\masks\15_9_15_J_W_resampled_10a.csv,3600
15,caminar,train,15_9_15_J_W_resampled,15_aligned_pattern_resampled,11,1725886853,1725890452,data/input\train\slices\15_9_15_J_W_resampled_11.csv,data/input\train\labels\15_aligned_pattern_resampled_11.csv,data/input\train\masks\15_9_15_J_W_resampled_11.csv,3600
15,caminar,train,15_9_15_J_W_resampled,15_aligned_pattern_resampled,12a,1725888653,1725891080,data/input\train\slices\15_9_15_J_W_resampled_12a.csv,data/input\train\labels\15_aligned_pattern_resampled_12a.csv,data/input\train\masks\15_9_15_J_W_resampled_12a.csv,3600
15,caminar,train,15_9_16_M_W_resampled,15_aligned_pattern_resampled,1,1725868841,1725872440,data/input\train\slices\15_9_16_M_W_resampled_1.csv,data/input\train\labels\15_aligned_pattern_resampled_1.csv,data/input\train\masks\15_9_16_M_W_resampled_1.csv,3600
15,caminar,train,15_9_16_M_W_resampled,15_aligned_pattern_resampled,2a,1725870641,1725874240,data/input\train\slices\15_9_16_M_W_resampled_2a.csv,data/input\train\labels\15_aligned_pattern_resampled_2a.csv,data/input\train\masks\15_9_16_M_W_resampled_2a.csv,3600
15,caminar,train,15_9_16_M_W_resampled,15_aligned_pattern_resampled,3,1725872441,1725876040,data/input\train\slices\15_9_16_M_W_resampled_3.csv,data/input\train\labels\15_aligned_pattern_resampled_3.csv,data/input\train\masks\15_9_16_M_W_resampled_3.csv,3600
15,caminar,train,15_9_16_M_W_resampled,15_aligned_pattern_resampled,4a,1725874241,1725877840,data/input\train\slices\15_9_16_M_W_resampled_4a.csv,data/input\train\labels\15_aligned_pattern_resampled_4a.csv,data/input\train\masks\15_9_16_M_W_resampled_4a.csv,3600
15,caminar,train,15_9_16_M_W_resampled,15_aligned_pattern_resampled,5,1725876041,1725879640,data/input\train\slices\15_9_16_M_W_resampled_5.csv,data/input\train\labels\15_aligned_pattern_resampled_5.csv,data/input\train\masks\15_9_16_M_W_resampled_5.csv,3600
15,caminar,train,15_9_16_M_W_resampled,15_aligned_pattern_resampled,6a,1725877841,1725881440,data/input\train\slices\15_9_16_M_W_resampled_6a.csv,data/input\train\labels\15_aligned_pattern_resampled_6a.csv,data/input\train\masks\15_9_16_M_W_resampled_6a.csv,3600
15,caminar,train,15_9_16_M_W_resampled,15_aligned_pattern_resampled,7,1725879641,1725883240,data/input\train\slices\15_9_16_M_W_resampled_7.csv,data/input\train\labels\15_aligned_pattern_resampled_7.csv,data/input\train\masks\15_9_16_M_W_resampled_7.csv,3600
15,caminar,train,15_9_16_M_W_resampled,15_aligned_pattern_resampled,8a,1725881441,1725885040,data/input\train\slices\15_9_16_M_W_resampled_8a.csv,data/input\train\labels\15_aligned_pattern_resampled_8a.csv,data/input\train\masks\15_9_16_M_W_resampled_8a.csv,3600
15,caminar,train,15_9_16_M_W_resampled,15_aligned_pattern_resampled,9,1725883241,1725886840,data/input\train\slices\15_9_16_M_W_resampled_9.csv,data/input\train\labels\15_aligned_pattern_resampled_9.csv,data/input\train\masks\15_9_16_M_W_resampled_9.csv,3600
15,caminar,train,15_9_16_M_W_resampled,15_aligned_pattern_resampled,10a,1725885041,1725888640,data/input\train\slices\15_9_16_M_W_resampled_10a.csv,data/input\train\labels\15_aligned_pattern_resampled_10a.csv,data/input\train\masks\15_9_16_M_W_resampled_10a.csv,3600
15,caminar,train,15_9_16_M_W_resampled,15_aligned_pattern_resampled,11,1725886841,1725890440,data/input\train\slices\15_9_16_M_W_resampled_11.csv,data/input\train\labels\15_aligned_pattern_resampled_11.csv,data/input\train\masks\15_9_16_M_W_resampled_11.csv,3600
15,caminar,train,15_9_16_M_W_resampled,15_aligned_pattern_resampled,12a,1725888641,1725891078,data/input\train\slices\15_9_16_M_W_resampled_12a.csv,data/input\train\labels\15_aligned_pattern_resampled_12a.csv,data/input\train\masks\15_9_16_M_W_resampled_12a.csv,3600
15,caminar,train,15_9_1_A_W_resampled,15_aligned_pattern_resampled,1,1725868865,1725872464,data/input\train\slices\15_9_1_A_W_resampled_1.csv,data/input\train\labels\15_aligned_pattern_resampled_1.csv,data/input\train\masks\15_9_1_A_W_resampled_1.csv,3600
15,caminar,train,15_9_1_A_W_resampled,15_aligned_pattern_resampled,2a,1725870665,1725874264,data/input\train\slices\15_9_1_A_W_resampled_2a.csv,data/input\train\labels\15_aligned_pattern_resampled_2a.csv,data/input\train\masks\15_9_1_A_W_resampled_2a.csv,3600
15,caminar,train,15_9_1_A_W_resampled,15_aligned_pattern_resampled,3,1725872465,1725876064,data/input\train\slices\15_9_1_A_W_resampled_3.csv,data/input\train\labels\15_aligned_pattern_resampled_3.csv,data/input\train\masks\15_9_1_A_W_resampled_3.csv,3600
15,caminar,train,15_9_1_A_W_resampled,15_aligned_pattern_resampled,4a,1725874265,1725877864,data/input\train\slices\15_9_1_A_W_resampled_4a.csv,data/input\train\labels\15_aligned_pattern_resampled_4a.csv,data/input\train\masks\15_9_1_A_W_resampled_4a.csv,3600
15,caminar,train,15_9_1_A_W_resampled,15_aligned_pattern_resampled,5,1725876065,1725879664,data/input\train\slices\15_9_1_A_W_resampled_5.csv,data/input\train\labels\15_aligned_pattern_resampled_5.csv,data/input\train\masks\15_9_1_A_W_resampled_5.csv,3600
15,caminar,train,15_9_1_A_W_resampled,15_aligned_pattern_resampled,6a,1725877865,1725881464,data/input\train\slices\15_9_1_A_W_resampled_6a.csv,data/input\train\labels\15_aligned_pattern_resampled_6a.csv,data/input\train\masks\15_9_1_A_W_resampled_6a.csv,3600
15,caminar,train,15_9_1_A_W_resampled,15_aligned_pattern_resampled,7,1725879665,1725883264,data/input\train\slices\15_9_1_A_W_resampled_7.csv,data/input\train\labels\15_aligned_pattern_resampled_7.csv,data/input\train\masks\15_9_1_A_W_resampled_7.csv,3600
15,caminar,train,15_9_1_A_W_resampled,15_aligned_pattern_resampled,8a,1725881465,1725885064,data/input\train\slices\15_9_1_A_W_resampled_8a.csv,data/input\train\labels\15_aligned_pattern_resampled_8a.csv,data/input\train\masks\15_9_1_A_W_resampled_8a.csv,3600
15,caminar,train,15_9_1_A_W_resampled,15_aligned_pattern_resampled,9,1725883265,1725886864,data/input\train\slices\15_9_1_A_W_resampled_9.csv,data/input\train\labels\15_aligned_pattern_resampled_9.csv,data/input\train\masks\15_9_1_A_W_resampled_9.csv,3600
15,caminar,train,15_9_1_A_W_resampled,15_aligned_pattern_resampled,10a,1725885065,1725888664,data/input\train\slices\15_9_1_A_W_resampled_10a.csv,data/input\train\labels\15_aligned_pattern_resampled_10a.csv,data/input\train\masks\15_9_1_A_W_resampled_10a.csv,3600
15,caminar,train,15_9_1_A_W_resampled,15_aligned_pattern_resampled,11,1725886865,1725890464,data/input\train\slices\15_9_1_A_W_resampled_11.csv,data/input\train\labels\15_aligned_pattern_resampled_11.csv,data/input\train\masks\15_9_1_A_W_resampled_11.csv,3600
15,caminar,train,15_9_1_A_W_resampled,15_aligned_pattern_resampled,12a,1725888665,1725891080,data/input\train\slices\15_9_1_A_W_resampled_12a.csv,data/input\train\labels\15_aligned_pattern_resampled_12a.csv,data/input\train\masks\15_9_1_A_W_resampled_12a.csv,3600
15,caminar,train,15_9_3_A_W_resampled,15_aligned_pattern_resampled,1,1725868873,1725872472,data/input\train\slices\15_9_3_A_W_resampled_1.csv,data/input\train\labels\15_aligned_pattern_resampled_1.csv,data/input\train\masks\15_9_3_A_W_resampled_1.csv,3600
15,caminar,train,15_9_3_A_W_resampled,15_aligned_pattern_resampled,2a,1725870673,1725874272,data/input\train\slices\15_9_3_A_W_resampled_2a.csv,data/input\train\labels\15_aligned_pattern_resampled_2a.csv,data/input\train\masks\15_9_3_A_W_resampled_2a.csv,3600
15,caminar,train,15_9_3_A_W_resampled,15_aligned_pattern_resampled,3,1725872473,1725876072,data/input\train\slices\15_9_3_A_W_resampled_3.csv,data/input\train\labels\15_aligned_pattern_resampled_3.csv,data/input\train\masks\15_9_3_A_W_resampled_3.csv,3600
15,caminar,train,15_9_3_A_W_resampled,15_aligned_pattern_resampled,4a,1725874273,1725877872,data/input\train\slices\15_9_3_A_W_resampled_4a.csv,data/input\train\labels\15_aligned_pattern_resampled_4a.csv,data/input\train\masks\15_9_3_A_W_resampled_4a.csv,3600
15,caminar,train,15_9_3_A_W_resampled,15_aligned_pattern_resampled,5,1725876073,1725879672,data/input\train\slices\15_9_3_A_W_resampled_5.csv,data/input\train\labels\15_aligned_pattern_resampled_5.csv,data/input\train\masks\15_9_3_A_W_resampled_5.csv,3600
15,caminar,train,15_9_3_A_W_resampled,15_aligned_pattern_resampled,6a,1725877873,1725881472,data/input\train\slices\15_9_3_A_W_resampled_6a.csv,data/input\train\labels\15_aligned_pattern_resampled_6a.csv,data/input\train\masks\15_9_3_A_W_resampled_6a.csv,3600
15,caminar,train,15_9_3_A_W_resampled,15_aligned_pattern_resampled,7,1725879673,1725883272,data/input\train\slices\15_9_3_A_W_resampled_7.csv,data/input\train\labels\15_aligned_pattern_resampled_7.csv,data/input\train\masks\15_9_3_A_W_resampled_7.csv,3600
15,caminar,train,15_9_3_A_W_resampled,15_aligned_pattern_resampled,8a,1725881473,1725885072,data/input\train\slices\15_9_3_A_W_resampled_8a.csv,data/input\train\labels\15_aligned_pattern_resampled_8a.csv,data/input\train\masks\15_9_3_A_W_resampled_8a.csv,3600
15,caminar,train,15_9_3_A_W_resampled,15_aligned_pattern_resampled,9,1725883273,1725886872,data/input\train\slices\15_9_3_A_W_resampled_9.csv,data/input\train\labels\15_aligned_pattern_resampled_9.csv,data/input\train\masks\15_9_3_A_W_resampled_9.csv,3600
15,caminar,train,15_9_3_A_W_resampled,15_aligned_pattern_resampled,10a,1725885073,1725888672,data/input\train\slices\15_9_3_A_W_resampled_10a.csv,data/input\train\labels\15_aligned_pattern_resampled_10a.csv,data/input\train\masks\15_9_3_A_W_resampled_10a.csv,3600
15,caminar,train,15_9_3_A_W_resampled,15_aligned_pattern_resampled,11,1725886873,1725890472,data/input\train\slices\15_9_3_A_W_resampled_11.csv,data/input\train\labels\15_aligned_pattern_resampled_11.csv,data/input\train\masks\15_9_3_A_W_resampled_11.csv,3600
15,caminar,train,15_9_3_A_W_resampled,15_aligned_pattern_resampled,12a,1725888673,1725891080,data/input\train\slices\15_9_3_A_W_resampled_12a.csv,data/input\train\labels\15_aligned_pattern_resampled_12a.csv,data/input\train\masks\15_9_3_A_W_resampled_12a.csv,3600
15,caminar,train,15_9_7_F_W_resampled,15_aligned_pattern_resampled,1,1725868837,1725872436,data/input\train\slices\15_9_7_F_W_resampled_1.csv,data/input\train\labels\15_aligned_pattern_resampled_1.csv,data/input\train\masks\15_9_7_F_W_resampled_1.csv,3600
15,caminar,train,15_9_7_F_W_resampled,15_aligned_pattern_resampled,2a,1725870637,1725874236,data/input\train\slices\15_9_7_F_W_resampled_2a.csv,data/input\train\labels\15_aligned_pattern_resampled_2a.csv,data/input\train\masks\15_9_7_F_W_resampled_2a.csv,3600
15,caminar,train,15_9_7_F_W_resampled,15_aligned_pattern_resampled,3,1725872437,1725876036,data/input\train\slices\15_9_7_F_W_resampled_3.csv,data/input\train\labels\15_aligned_pattern_resampled_3.csv,data/input\train\masks\15_9_7_F_W_resampled_3.csv,3600
15,caminar,train,15_9_7_F_W_resampled,15_aligned_pattern_resampled,4a,1725874237,1725877836,data/input\train\slices\15_9_7_F_W_resampled_4a.csv,data/input\train\labels\15_aligned_pattern_resampled_4a.csv,data/input\train\masks\15_9_7_F_W_resampled_4a.csv,3600
15,caminar,train,15_9_7_F_W_resampled,15_aligned_pattern_resampled,5,1725876037,1725879636,data/input\train\slices\15_9_7_F_W_resampled_5.csv,data/input\train\labels\15_aligned_pattern_resampled_5.csv,data/input\train\masks\15_9_7_F_W_resampled_5.csv,3600
15,caminar,train,15_9_7_F_W_resampled,15_aligned_pattern_resampled,6a,1725877837,1725881436,data/input\train\slices\15_9_7_F_W_resampled_6a.csv,data/input\train\labels\15_aligned_pattern_resampled_6a.csv,data/input\train\masks\15_9_7_F_W_resampled_6a.csv,3600
15,caminar,train,15_9_7_F_W_resampled,15_aligned_pattern_resampled,7,1725879637,1725883236,data/input\train\slices\15_9_7_F_W_resampled_7.csv,data/input\train\labels\15_aligned_pattern_resampled_7.csv,data/input\train\masks\15_9_7_F_W_resampled_7.csv,3600
15,caminar,train,15_9_7_F_W_resampled,15_aligned_pattern_resampled,8a,1725881437,1725885036,data/input\train\slices\15_9_7_F_W_resampled_8a.csv,data/input\train\labels\15_aligned_pattern_resampled_8a.csv,data/input\train\masks\15_9_7_F_W_resampled_8a.csv,3600
15,caminar,train,15_9_7_F_W_resampled,15_aligned_pattern_resampled,9,1725883237,1725886836,data/input\train\slices\15_9_7_F_W_resampled_9.csv,data/input\train\labels\15_aligned_pattern_resampled_9.csv,data/input\train\masks\15_9_7_F_W_resampled_9.csv,3600
15,caminar,train,15_9_7_F_W_resampled,15_aligned_pattern_resampled,10a,1725885037,1725888636,data/input\train\slices\15_9_7_F_W_resampled_10a.csv,data/input\train\labels\15_aligned_pattern_resampled_10a.csv,data/input\train\masks\15_9_7_F_W_resampled_10a.csv,3600
15,caminar,train,15_9_7_F_W_resampled,15_aligned_pattern_resampled,11,1725886837,1725890436,data/input\train\slices\15_9_7_F_W_resampled_11.csv,data/input\train\labels\15_aligned_pattern_resampled_11.csv,data/input\train\masks\15_9_7_F_W_resampled_11.csv,3600
15,caminar,train,15_9_7_F_W_resampled,15_aligned_pattern_resampled,12a,1725888637,1725891080,data/input\train\slices\15_9_7_F_W_resampled_12a.csv,data/input\train\labels\15_aligned_pattern_resampled_12a.csv,data/input\train\masks\15_9_7_F_W_resampled_12a.csv,3600
15,caminar,train,15_9_8_A_W_resampled,15_aligned_pattern_resampled,1,1725868868,1725872467,data/input\train\slices\15_9_8_A_W_resampled_1.csv,data/input\train\labels\15_aligned_pattern_resampled_1.csv,data/input\train\masks\15_9_8_A_W_resampled_1.csv,3600
15,caminar,train,15_9_8_A_W_resampled,15_aligned_pattern_resampled,2a,1725870668,1725874267,data/input\train\slices\15_9_8_A_W_resampled_2a.csv,data/input\train\labels\15_aligned_pattern_resampled_2a.csv,data/input\train\masks\15_9_8_A_W_resampled_2a.csv,3600
15,caminar,train,15_9_8_A_W_resampled,15_aligned_pattern_resampled,3,1725872468,1725876067,data/input\train\slices\15_9_8_A_W_resampled_3.csv,data/input\train\labels\15_aligned_pattern_resampled_3.csv,data/input\train\masks\15_9_8_A_W_resampled_3.csv,3600
15,caminar,train,15_9_8_A_W_resampled,15_aligned_pattern_resampled,4a,1725874268,1725877867,data/input\train\slices\15_9_8_A_W_resampled_4a.csv,data/input\train\labels\15_aligned_pattern_resampled_4a.csv,data/input\train\masks\15_9_8_A_W_resampled_4a.csv,3600
15,caminar,train,15_9_8_A_W_resampled,15_aligned_pattern_resampled,5,1725876068,1725879667,data/input\train\slices\15_9_8_A_W_resampled_5.csv,data/input\train\labels\15_aligned_pattern_resampled_5.csv,data/input\train\masks\15_9_8_A_W_resampled_5.csv,3600
15,caminar,train,15_9_8_A_W_resampled,15_aligned_pattern_resampled,6a,1725877868,1725881467,data/input\train\slices\15_9_8_A_W_resampled_6a.csv,data/input\train\labels\15_aligned_pattern_resampled_6a.csv,data/input\train\masks\15_9_8_A_W_resampled_6a.csv,3600
15,caminar,train,15_9_8_A_W_resampled,15_aligned_pattern_resampled,7,1725879668,1725883267,data/input\train\slices\15_9_8_A_W_resampled_7.csv,data/input\train\labels\15_aligned_pattern_resampled_7.csv,data/input\train\masks\15_9_8_A_W_resampled_7.csv,3600
15,caminar,train,15_9_8_A_W_resampled,15_aligned_pattern_resampled,8a,1725881468,1725885067,data/input\train\slices\15_9_8_A_W_resampled_8a.csv,data/input\train\labels\15_aligned_pattern_resampled_8a.csv,data/input\train\masks\15_9_8_A_W_resampled_8a.csv,3600
15,caminar,train,15_9_8_A_W_resampled,15_aligned_pattern_resampled,9,1725883268,1725886867,data/input\train\slices\15_9_8_A_W_resampled_9.csv,data/input\train\labels\15_aligned_pattern_resampled_9.csv,data/input\train\masks\15_9_8_A_W_resampled_9.csv,3600
15,caminar,train,15_9_8_A_W_resampled,15_aligned_pattern_resampled,10a,1725885068,1725888667,data/input\train\slices\15_9_8_A_W_resampled_10a.csv,data/input\train\labels\15_aligned_pattern_resampled_10a.csv,data/input\train\masks\15_9_8_A_W_resampled_10a.csv,3600
15,caminar,train,15_9_8_A_W_resampled,15_aligned_pattern_resampled,11,1725886868,1725890467,data/input\train\slices\15_9_8_A_W_resampled_11.csv,data/input\train\labels\15_aligned_pattern_resampled_11.csv,data/input\train\masks\15_9_8_A_W_resampled_11.csv,3600
15,caminar,train,15_9_8_A_W_resampled,15_aligned_pattern_resampled,12a,1725888668,1725891080,data/input\train\slices\15_9_8_A_W_resampled_12a.csv,data/input\train\labels\15_aligned_pattern_resampled_12a.csv,data/input\train\masks\15_9_8_A_W_resampled_12a.csv,3600
15,caminar,train,15_9_9_H_W_resampled,15_aligned_pattern_resampled,1,1725868867,1725872466,data/input\train\slices\15_9_9_H_W_resampled_1.csv,data/input\train\labels\15_aligned_pattern_resampled_1.csv,data/input\train\masks\15_9_9_H_W_resampled_1.csv,3600
15,caminar,train,15_9_9_H_W_resampled,15_aligned_pattern_resampled,2a,1725870667,1725874266,data/input\train\slices\15_9_9_H_W_resampled_2a.csv,data/input\train\labels\15_aligned_pattern_resampled_2a.csv,data/input\train\masks\15_9_9_H_W_resampled_2a.csv,3600
15,caminar,train,15_9_9_H_W_resampled,15_aligned_pattern_resampled,3,1725872467,1725876066,data/input\train\slices\15_9_9_H_W_resampled_3.csv,data/input\train\labels\15_aligned_pattern_resampled_3.csv,data/input\train\masks\15_9_9_H_W_resampled_3.csv,3600
15,caminar,train,15_9_9_H_W_resampled,15_aligned_pattern_resampled,4a,1725874267,1725877866,data/input\train\slices\15_9_9_H_W_resampled_4a.csv,data/input\train\labels\15_aligned_pattern_resampled_4a.csv,data/input\train\masks\15_9_9_H_W_resampled_4a.csv,3600
15,caminar,train,15_9_9_H_W_resampled,15_aligned_pattern_resampled,5,1725876067,1725879666,data/input\train\slices\15_9_9_H_W_resampled_5.csv,data/input\train\labels\15_aligned_pattern_resampled_5.csv,data/input\train\masks\15_9_9_H_W_resampled_5.csv,3600
15,caminar,train,15_9_9_H_W_resampled,15_aligned_pattern_resampled,6a,1725877867,1725881466,data/input\train\slices\15_9_9_H_W_resampled_6a.csv,data/input\train\labels\15_aligned_pattern_resampled_6a.csv,data/input\train\masks\15_9_9_H_W_resampled_6a.csv,3600
15,caminar,train,15_9_9_H_W_resampled,15_aligned_pattern_resampled,7,1725879667,1725883266,data/input\train\slices\15_9_9_H_W_resampled_7.csv,data/input\train\labels\15_aligned_pattern_resampled_7.csv,data/input\train\masks\15_9_9_H_W_resampled_7.csv,3600
15,caminar,train,15_9_9_H_W_resampled,15_aligned_pattern_resampled,8a,1725881467,1725885066,data/input\train\slices\15_9_9_H_W_resampled_8a.csv,data/input\train\labels\15_aligned_pattern_resampled_8a.csv,data/input\train\masks\15_9_9_H_W_resampled_8a.csv,3600
15,caminar,train,15_9_9_H_W_resampled,15_aligned_pattern_resampled,9,1725883267,1725886866,data/input\train\slices\15_9_9_H_W_resampled_9.csv,data/input\train\labels\15_aligned_pattern_resampled_9.csv,data/input\train\masks\15_9_9_H_W_resampled_9.csv,3600
15,caminar,train,15_9_9_H_W_resampled,15_aligned_pattern_resampled,10a,1725885067,1725888666,data/input\train\slices\15_9_9_H_W_resampled_10a.csv,data/input\train\labels\15_aligned_pattern_resampled_10a.csv,data/input\train\masks\15_9_9_H_W_resampled_10a.csv,3600
15,caminar,train,15_9_9_H_W_resampled,15_aligned_pattern_resampled,11,1725886867,1725890466,data/input\train\slices\15_9_9_H_W_resampled_11.csv,data/input\train\labels\15_aligned_pattern_resampled_11.csv,data/input\train\masks\15_9_9_H_W_resampled_11.csv,3600
15,caminar,train,15_9_9_H_W_resampled,15_aligned_pattern_resampled,12a,1725888667,1725891080,data/input\train\slices\15_9_9_H_W_resampled_12a.csv,data/input\train\labels\15_aligned_pattern_resampled_12a.csv,data/input\train\masks\15_9_9_H_W_resampled_12a.csv,3600
15a,caminar,train,15a_9a_2_A_W_resampled,15_aligned_pattern_resampled,1,1725869011,1725872610,data/input\train\slices\15a_9a_2_A_W_resampled_1.csv,data/input\train\labels\15_aligned_pattern_resampled_1.csv,data/input\train\masks\15a_9a_2_A_W_resampled_1.csv,3600
15a,caminar,train,15a_9a_2_A_W_resampled,15_aligned_pattern_resampled,2a,1725870811,1725874410,data/input\train\slices\15a_9a_2_A_W_resampled_2a.csv,data/input\train\labels\15_aligned_pattern_resampled_2a.csv,data/input\train\masks\15a_9a_2_A_W_resampled_2a.csv,3600
15a,caminar,train,15a_9a_2_A_W_resampled,15_aligned_pattern_resampled,3,1725872611,1725876210,data/input\train\slices\15a_9a_2_A_W_resampled_3.csv,data/input\train\labels\15_aligned_pattern_resampled_3.csv,data/input\train\masks\15a_9a_2_A_W_resampled_3.csv,3600
15a,caminar,train,15a_9a_2_A_W_resampled,15_aligned_pattern_resampled,4a,1725874411,1725878010,data/input\train\slices\15a_9a_2_A_W_resampled_4a.csv,data/input\train\labels\15_aligned_pattern_resampled_4a.csv,data/input\train\masks\15a_9a_2_A_W_resampled_4a.csv,3600
15a,caminar,train,15a_9a_2_A_W_resampled,15_aligned_pattern_resampled,5,1725876211,1725879810,data/input\train\slices\15a_9a_2_A_W_resampled_5.csv,data/input\train\labels\15_aligned_pattern_resampled_5.csv,data/input\train\masks\15a_9a_2_A_W_resampled_5.csv,3600
15a,caminar,train,15a_9a_2_A_W_resampled,15_aligned_pattern_resampled,6a,1725878011,1725881610,data/input\train\slices\15a_9a_2_A_W_resampled_6a.csv,data/input\train\labels\15_aligned_pattern_resampled_6a.csv,data/input\train\masks\15a_9a_2_A_W_resampled_6a.csv,3600
